nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,uci_lead_sponsor,uci_principal_investigator,uci_study_director,uci_study_chair,uci_unspecified_official,uci_responsible_party,registration_year,start_year,completion_year
NCT03450850,2021-02-19,2018-01-23,NA,Interventional,Not Applicable,34,Recruiting,Study Of NOVOTTF-200A In Bevacizumab-Naive Subjects With Recurrent Grade III Malignant Astrocytoma,2020-05-21T00:00:00Z,2023-06-01T00:00:00Z,2023-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, Irvine",2018,2020,2023
NCT03456362,2018-03-05,2018-02-19,NA,Interventional,Not Applicable,40,Completed,Cerebellar rTMS to Improve Gait Recovery,2014-03-01T00:00:00Z,2017-10-01T00:00:00Z,2017-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,I.R.C.C.S. Fondazione Santa Lucia,NA,NA,NA,NA,I.R.C.C.S. Fondazione Santa Lucia,2018,2014,2017
NCT03460587,2020-11-22,2018-02-28,2020-06-11,Interventional,Not Applicable,13,Completed,Long-term Telerehabilitation for Patients With Stroke,2018-08-29T00:00:00Z,2019-03-31T00:00:00Z,2019-03-31T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2018,2018,2019
NCT03481296,2021-06-09,2018-03-02,NA,Interventional,Not Applicable,400,"Active, not recruiting",Screening TO Prevent ColoRectal Cancer (STOP CRC) Among At-Risk Chinese and Korean American Primary Care Patients,2018-08-20T00:00:00Z,2022-12-31T00:00:00Z,2022-03-31T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2018,2018,2022
NCT03511807,2021-06-25,2018-02-01,NA,Interventional,Not Applicable,100,Recruiting,Acoustic and Electrical Stimulation for the Treatment of Tinnitus,2017-01-01T00:00:00Z,2022-07-01T00:00:00Z,2022-06-23T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2018,2017,2022
NCT03515213,2021-04-15,2017-08-02,NA,Interventional,Phase 2,20,"Active, not recruiting",Safety and Efficacy of Fenofibrate as a Treatment for Huntington's Disease,2017-04-27T00:00:00Z,2021-08-01T00:00:00Z,2021-08-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Irvine","University of California, Irvine","University of California, Irvine",NA,NA,NA,2017,2017,2021
NCT03527290,2021-03-26,2018-04-26,NA,Interventional,Not Applicable,30,Completed,Dietary Approaches for Cardiometabolic Health,2018-01-15T00:00:00Z,2020-11-05T00:00:00Z,2018-07-31T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2018,2018,2020
NCT03530072,2019-08-05,2018-05-07,NA,Observational,NA,57,Unknown status,Use of NGS Cell-free Pathogen Test for Identification of Low Risk Fever & Neutropenia in Pediatric Patients,2018-05-07T00:00:00Z,2020-10-31T00:00:00Z,2019-08-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,FALSE,NA,Lucille Packard Children's Hospital/Stanford University,NA,NA,NA,NA,2018,2018,2020
NCT03586219,2021-04-12,2018-03-12,NA,Interventional,Not Applicable,146,Completed,Postoperative Opioid Consumption After Urogyneocologic Surgery,2017-12-29T00:00:00Z,2020-11-28T00:00:00Z,2020-11-28T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2018,2017,2020
NCT03593356,2021-06-24,2018-05-29,NA,Interventional,Not Applicable,1000,"Active, not recruiting",Baby's First Years,2018-05-09T00:00:00Z,2024-07-31T00:00:00Z,2023-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine",NA,"University of California, Irvine",NA,NA,NA,2018,2018,2024
NCT03593733,2018-07-10,2018-06-25,NA,Interventional,Not Applicable,18,Unknown status,Comparison Between Photobiomodulation Therapy (PBMT) and a Cold-Water Immersion (CWI) in Recovery Soccer Player: Analysis of Biochemical Markers of Recovery and Muscular Oxidative Stress.,2017-01-01T00:00:00Z,2019-05-01T00:00:00Z,2017-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,LUCIANA MARIA MALOSA SAMPAIO,NA,NA,NA,NA,NA,2018,2017,2019
NCT03613129,2020-04-30,2018-07-13,2020-04-19,Interventional,Phase 1/Phase 2,17,Completed,Clinical Trial to Investigate CT38 in the Treatment of Myalgic Encephalomyelitis / Chronic Fatigue Syndrome,2018-07-23T00:00:00Z,2019-04-30T00:00:00Z,2019-04-30T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"LUCINDA BATEMAN, MD",NA,NA,NA,NA,NA,2018,2018,2019
NCT03621462,2018-08-03,2018-08-01,NA,Interventional,Not Applicable,4000,Unknown status,Elucid Labs AIDA™ - Labelled Image Acquisition Protocol,2018-10-15T00:00:00Z,2020-10-15T00:00:00Z,2020-09-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,Elucid Labs Inc.,NA,NA,NA,NA,NA,2018,2018,2020
NCT03624348,2021-04-06,2018-08-07,NA,Interventional,Not Applicable,2000,Recruiting,The Impact of 8 Weeks of a Digital Meditation Application on Work Stress,2018-09-20T00:00:00Z,2022-03-01T00:00:00Z,2022-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2018,2018,2022
NCT03657212,2021-05-18,2018-07-11,NA,Interventional,Phase 4,30,Recruiting,Enhancing Memory Consolidation in Older Adults,2018-10-01T00:00:00Z,2022-06-30T00:00:00Z,2022-01-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2018,2018,2022
NCT03675997,2020-01-28,2018-09-17,NA,Observational,NA,30,Completed,GRAFted Patients' anxieTY Report,2018-11-07T00:00:00Z,2019-10-20T00:00:00Z,2019-09-10T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,NA,NA,2018,2018,2019
NCT03680534,2018-09-19,2018-09-17,NA,Interventional,Not Applicable,30,Completed,3D Analysis of Root Canal Conformation,2017-08-24T00:00:00Z,2017-11-19T00:00:00Z,2017-10-23T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Institucion Universitaria Colegios de Colombia,Institucion Universitaria Colegios de Colombia,NA,NA,NA,Institucion Universitaria Colegios de Colombia,2018,2017,2017
NCT03681171,2018-09-20,2018-08-30,NA,Interventional,Not Applicable,9,Completed,Therapeutic Dance Intervention for Children With Cerebral Palsy,2016-06-25T00:00:00Z,2016-09-01T00:00:00Z,2016-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,NA,"University of California, Irvine",NA,NA,"University of California, Irvine",2018,2016,2016
NCT03683875,2021-10-28,2018-09-12,NA,Observational,NA,26,Completed,Ultrasonography of the Neuromuscular Degeneration Behavior in Amyotrophic Lateral Sclerosis,2018-10-01T00:00:00Z,2020-03-10T00:00:00Z,2018-10-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Hospital General Universitario Santa Lucia,HOSPITAL GENERAL UNIVERSITARIO SANTA LUCIA - SERVICIO MURCIANO DE SALUD,NA,NA,NA,Hospital General Universitario Santa Lucia,2018,2018,2020
NCT03702049,2021-04-07,2018-10-08,NA,Interventional,Not Applicable,50,Completed,Nurse-Led Community Health Worker Adherence Model in 3HP Delivery Among Homeless Adults at Risk for TB Infection and HIV,2019-01-24T00:00:00Z,2020-09-04T00:00:00Z,2020-05-29T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2018,2019,2020
NCT03706937,2019-07-22,2018-10-11,NA,Observational,NA,15,Completed,The Treatment of Addictions in the Course of Care in Oncology: an Inventory of Fixtures Among Paramedical Professionals,2018-10-01T00:00:00Z,2018-12-31T00:00:00Z,2018-12-20T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,NA,2018,2018,2018
NCT03707301,2022-02-07,2018-10-11,NA,Observational,NA,17,Terminated,Post-SOPHrology Cancer Patients' anxieTY Report,2019-01-24T00:00:00Z,2021-05-12T00:00:00Z,2021-05-12T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,NA,NA,2018,2019,2021
NCT03716219,2021-02-09,2018-10-03,NA,Interventional,Not Applicable,0,Withdrawn,The Effect of 10-Week Exercise Training on Children With Asthma,2013-10-10T00:00:00Z,2013-10-10T00:00:00Z,2013-10-10T00:00:00Z,FALSE,Non-Randomized,Single,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2018,2013,2013
NCT03720327,2021-04-20,2018-10-09,NA,Interventional,Not Applicable,50,Recruiting,The Effects of a Mobile Health Intervention and Health Coach Text Messaging on Cardiovascular Risk of Older Adults,2019-01-10T00:00:00Z,2022-03-12T00:00:00Z,2022-03-12T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2018,2019,2022
NCT03722511,2022-02-07,2018-10-25,NA,Interventional,Phase 2,10,"Active, not recruiting",Evaluating an Amino Acid Based Medical Food w/ Diarrhea in Carcinoid Syndrome & Other NETs,2018-12-06T00:00:00Z,2022-08-01T00:00:00Z,2022-08-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,Lucille P. Markey Cancer Center at University of Kentucky,NA,NA,NA,NA,2018,2018,2022
NCT03730259,2022-04-22,2018-10-15,NA,Interventional,Not Applicable,620,"Active, not recruiting",An Innovative Tailored Intervention for Improving Children's Postoperative Recovery (WebTIPS),2019-04-12T00:00:00Z,2022-11-01T00:00:00Z,2022-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2018,2019,2022
NCT03730363,2021-07-06,2018-10-26,NA,Interventional,Phase 1,1,Completed,Pentamidine + Salvage Chemo for Relapsed/Refractory Classical Hodgkin Lymphoma,2018-12-19T00:00:00Z,2019-05-23T00:00:00Z,2019-05-23T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,Lucille P. Markey Cancer Center at University of Kentucky,NA,NA,NA,NA,2018,2018,2019
NCT03734367,2018-11-06,2018-10-31,NA,Interventional,Not Applicable,62,Unknown status,Evaluation of the Effectiveness of a Program of Emotional Intelligence in Adolescents With Type 1 Diabetes (INTEDI),2019-01-01T00:00:00Z,2021-12-01T00:00:00Z,2019-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Universidad Loyola Andalucia,NA,NA,NA,NA,Universidad Loyola Andalucia,2018,2019,2021
NCT03743961,2020-07-03,2018-10-08,NA,Observational,NA,28,Terminated,Geriatric Intervention Contribution on Quality of Life of Elderly Patients With Metastatic Neoplasia,2018-11-21T00:00:00Z,2020-07-02T00:00:00Z,2020-07-02T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,NA,NA,2018,2018,2020
NCT03759626,2019-02-08,2018-11-28,NA,Interventional,Not Applicable,486,Unknown status,I2S-Health Prevention,2019-02-06T00:00:00Z,2019-06-29T00:00:00Z,2019-05-29T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,NA,2018,2019,2019
NCT03767972,2021-04-14,2018-12-04,NA,Interventional,Not Applicable,150,Enrolling by invitation,Energy Devices for Rejuvenation,2018-02-01T00:00:00Z,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2018,2018,2021
NCT03770351,2021-04-07,2018-12-03,NA,Observational,NA,693,Recruiting,Early Prostate Cancer: Predicting Treatment Response,2017-01-01T00:00:00Z,2021-07-01T00:00:00Z,2021-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2018,2017,2021
NCT03770507,2021-02-09,2018-11-08,NA,Interventional,Not Applicable,0,Withdrawn,Gas Exchange Kinetics and Work Load During Exercise,2016-04-25T00:00:00Z,2016-04-25T00:00:00Z,2016-04-25T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2018,2016,2016
NCT03776422,2019-09-26,2018-12-12,NA,Interventional,Not Applicable,100,Completed,Homeless Youth Study - Stepping Stone 2.0,2017-12-21T00:00:00Z,2019-07-08T00:00:00Z,2019-07-08T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,NA,"University of California, Irvine",NA,NA,"University of California, Irvine",2018,2017,2019
NCT03778151,2021-02-05,2018-12-14,NA,Interventional,Not Applicable,50,Completed,Repetitive TMS of the Default Mode Network in AD,2018-02-01T00:00:00Z,2020-10-01T00:00:00Z,2020-08-30T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,TRUE,I.R.C.C.S. Fondazione Santa Lucia,NA,Santa Lucia Foundation,NA,NA,I.R.C.C.S. Fondazione Santa Lucia,2018,2018,2020
NCT03804034,2019-04-24,2019-01-08,NA,Interventional,Not Applicable,20,Completed,Importance of Neurogenic Inflammation in the Angiogenic Response of the Dental Pulp as a Defensive Response,2013-07-02T00:00:00Z,2015-01-12T00:00:00Z,2014-01-27T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Institucion Universitaria Colegios de Colombia,NA,NA,NA,NA,NA,2019,2013,2015
NCT03808974,2020-12-16,2019-01-15,NA,Interventional,Not Applicable,38,Recruiting,An Educational Video to Improve Patient Comprehension of Midurethral Sling,2019-08-01T00:00:00Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2019,2019,2022
NCT03812341,2020-05-22,2019-01-18,NA,Interventional,Not Applicable,0,Withdrawn,"SINGLE PATIENT EXPANDED ACCESS OF A PROSPECTIVE, MULTICENTER CLINICAL TRIAL DESIGNED TO EVALUATE THE SAFETY AND PROBABLE BENEFIT OF THE KERAKLEAR NON-PENETRATING KERATOPROSTHESIS IN SUBJECTS WITH CORNEAL OPACITY WITH POOR PROGNOSIS FOR CORNEAL TRANSPLANT",2018-08-10T00:00:00Z,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2019,2018,2019
NCT03836326,2021-09-08,2019-02-06,NA,Interventional,Not Applicable,84,Recruiting,A Parent Administered Sensorimotor Intervention and Developmental Outcome of Preterm Infants,2019-07-01T00:00:00Z,2022-07-01T00:00:00Z,2022-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Dr. Sandra Fucile,NA,NA,NA,NA,NA,2019,2019,2022
NCT03840213,2019-02-11,2019-02-11,NA,Observational,NA,200,Unknown status,Nutrition and Chemotherapy,2019-02-20T00:00:00Z,2020-09-30T00:00:00Z,2019-12-31T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,NA,NA,2019,2019,2020
NCT03852368,2021-02-09,2019-02-21,NA,Interventional,Not Applicable,0,Withdrawn,The Effects of Exercise on Executive Functions,2017-09-06T00:00:00Z,2017-09-06T00:00:00Z,2017-09-06T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2019,2017,2017
NCT03860857,2020-11-02,2019-02-15,NA,Interventional,Phase 3,200,Recruiting,MRI and PET Biomarkers for Cognitive Decline in Older Adults,2018-05-01T00:00:00Z,2024-12-22T00:00:00Z,2023-12-22T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine","University of California, Irvine",NA,NA,"University of California, Irvine",2019,2018,2024
NCT03893240,2021-07-14,2019-03-11,NA,Interventional,Not Applicable,61,Completed,Neutralizing Antibody Seroprevalence Study With a Retrospective Component in Participants With Late-Onset Pompe Disease,2019-06-12T00:00:00Z,2020-10-27T00:00:00Z,2020-10-27T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,University of California Irvine Health,NA,NA,NA,NA,2019,2019,2020
NCT03907436,2020-03-23,2019-04-02,NA,Interventional,Not Applicable,30,Completed,The NUTRIENT Trial (NUTRitional Intervention Among myEloproliferative Neoplasms): Feasibility Phase,2018-10-01T00:00:00Z,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2019,2018,2019
NCT03914989,2021-04-07,2019-04-10,NA,Interventional,Not Applicable,200,Recruiting,Sensory Enrichment for Older Adults,2019-03-08T00:00:00Z,2021-07-01T00:00:00Z,2021-07-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2019,2019,2021
NCT03935425,2021-12-13,2019-04-25,NA,Interventional,Not Applicable,50,Recruiting,FitMi Plus Home Therapy for Stroke Patients,2021-07-01T00:00:00Z,2022-12-31T00:00:00Z,2022-10-31T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,NA,"University of California, Irvine",NA,NA,NA,NA,2019,2021,2022
NCT03935685,2021-04-15,2019-04-02,NA,Interventional,Phase 2,120,Recruiting,Pilot Study of Mirtazapine for the Dual Tx of Depression and CINV in High-Grade Glioma Pts on TMZ,2019-02-26T00:00:00Z,2023-08-09T00:00:00Z,2023-08-09T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2019,2019,2023
NCT03940443,2021-02-15,2019-03-13,NA,Observational,NA,2000,Recruiting,Differences in Mortality and Morbidity in Patients Suffering a Time-critical Condition Between GEMS and HEMS,2019-09-03T00:00:00Z,2021-12-01T00:00:00Z,2021-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,Dalarna County Coucil,NA,NA,NA,NA,2019,2019,2021
NCT03944616,2021-03-26,2018-11-19,NA,Interventional,Not Applicable,200,Recruiting,Study Of Drinks With Artificial Sweeteners in People With Type 2 Diabetes,2019-06-06T00:00:00Z,2022-07-31T00:00:00Z,2022-07-31T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2018,2019,2022
NCT03977207,2020-12-16,2019-05-28,NA,Interventional,Not Applicable,336,Recruiting,A Randomized Controlled Trial of Thyroid Hormone Supplementation in Hemodialysis Patients,2019-07-01T00:00:00Z,2024-06-30T00:00:00Z,2024-06-30T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2019,2019,2024
NCT04039867,2021-04-09,2019-02-05,2019-10-09,Interventional,Phase 2,17,Terminated,Evaluation of Oxaliplatin and Gemcitabine in Patients With Metastatic Bladder Cancer,2005-01-20T00:00:00Z,2011-10-06T00:00:00Z,2011-10-06T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2019,2005,2011
NCT04053075,2022-01-25,2019-08-08,NA,Interventional,Not Applicable,82,"Active, not recruiting",CLUSTER Trial for Outbreak Detection and Response,2019-07-23T00:00:00Z,2025-12-23T00:00:00Z,2023-12-23T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, Irvine",NA,NA,NA,NA,2019,2019,2025
NCT04074343,2022-04-04,2019-08-28,NA,Interventional,Phase 1,20,"Active, not recruiting",TAS-102 and Irinotecan in 2L+ Gastric and Gastroesophageal Adenocarcinoma,2019-08-26T00:00:00Z,2023-01-31T00:00:00Z,2022-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2019,2019,2023
NCT04093349,2022-02-18,2019-09-16,NA,Interventional,Phase 1/Phase 2,30,Recruiting,A Gene Transfer Study for Late-Onset Pompe Disease (RESOLUTE),2020-10-01T00:00:00Z,2027-10-01T00:00:00Z,2023-10-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,University of California Irvine Health,NA,NA,NA,NA,2019,2020,2027
NCT04150848,2020-12-17,2019-10-24,NA,Interventional,Phase 2,100,Recruiting,A Biobehavioral Intervention for Young Men With Testicular Cancer,2018-11-01T00:00:00Z,2021-12-01T00:00:00Z,2021-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Irvine",NA,NA,NA,NA,NA,2019,2018,2021
NCT04164979,2022-04-04,2019-11-13,NA,Interventional,Phase 2,20,Recruiting,Ph II Study of Cabozantinib With Pembrolizumab in Metastatic Gastric and Gastroesophageal Adenocarcinoma,2020-02-04T00:00:00Z,2023-06-30T00:00:00Z,2022-09-10T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2019,2020,2023
NCT04172948,2021-03-30,2019-11-13,NA,Interventional,Not Applicable,150,Recruiting,The Utility of Virtual Reality in the Management of Pediatric Functional Constipation With Pelvic Floor Dysfunction.,2020-02-01T00:00:00Z,2022-06-30T00:00:00Z,2022-06-30T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,NA,Stanford Hospital/Lucile Packard Children's Hospital,NA,NA,NA,NA,2019,2020,2022
NCT04176068,2021-06-03,2019-11-20,NA,Interventional,Phase 1,20,"Active, not recruiting",Combined Focused Ultrasound and Calcium Hydroxylapatitie Filler for Skin Laxity and Volume Restoration,2019-04-19T00:00:00Z,2022-07-01T00:00:00Z,2021-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2019,2019,2022
NCT04182126,2021-06-29,2019-11-25,NA,Interventional,Not Applicable,122872,Recruiting,"HS#2017-3512, Adaptive Interventions for Optimizing Malaria Control: A Cluster-Randomized SMART Trial",2019-12-01T00:00:00Z,2024-03-31T00:00:00Z,2024-03-31T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,"University of California, Irvine",NA,NA,NA,NA,NA,2019,2019,2024
NCT04185103,2019-12-03,2019-11-12,NA,Observational,NA,20,Unknown status,Changes in the T-wave Alternans in Patients With Heart Failure Treated Wih Sacubitril-Valsartan,2019-10-15T00:00:00Z,2020-12-15T00:00:00Z,2020-11-15T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,Hospital de Alta Resolución de Utrera,NA,Hospital de Alta Resolución de Utrera,NA,NA,2019,2019,2020
NCT04212897,2021-08-20,2019-12-17,NA,Interventional,Not Applicable,150,Recruiting,fNIRS Studies of Music Intervention of Parkinson's Disease,2021-01-18T00:00:00Z,2022-01-01T00:00:00Z,2021-12-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,NA,"University of California, Irvine",NA,NA,NA,NA,2019,2021,2022
NCT04217161,2021-06-10,2020-01-02,NA,Interventional,Not Applicable,30,Recruiting,Dexcom G6 Continuous Glucose Monitoring in Hemodialysis,2020-03-01T00:00:00Z,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2020,2020,2022
NCT04226742,2022-01-25,2020-01-08,NA,Interventional,Not Applicable,107,Completed,Evaluation of a Crowd-Powered Web Platform for Depression and Anxiety,2021-01-14T00:00:00Z,2022-01-04T00:00:00Z,2021-11-05T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2020,2021,2022
NCT04231851,2021-04-09,2020-01-14,NA,Interventional,Phase 2,30,Recruiting,CPX-351 and Glasdegib for Newly Diagnosed Acute Myelogenous Leukemia With MDS Related Changes or Therapy-related Acute Myeloid Leukemia,2020-02-19T00:00:00Z,2022-09-30T00:00:00Z,2021-09-30T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2020,2020,2022
NCT04250805,2022-02-04,2020-01-30,NA,Interventional,Phase 2,124,Recruiting,Trial Evaluating the Efficacy of the Combination of ROpivacaine With Reference XYlocaine in the Evaluation of Pain During the Installation of Percutaneous Radiological GASTrostomy,2020-10-27T00:00:00Z,2023-03-31T00:00:00Z,2023-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,NA,Institut de Cancérologie Lucien Neuwirth,NA,NA,NA,NA,2020,2020,2023
NCT04279067,2022-03-14,2020-02-12,NA,Interventional,Not Applicable,80,Recruiting,BCI-FES Therapy for Stroke Rehabilitation,2020-05-15T00:00:00Z,2024-09-15T00:00:00Z,2024-04-15T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2020,2020,2024
NCT04293458,2021-07-22,2020-02-26,NA,Interventional,Not Applicable,1000,Recruiting,Efficacy of EsoGuard on Samples Collected Using EsoCheck Versus EGD for the Diagnosis of BE,2020-02-28T00:00:00Z,2022-12-31T00:00:00Z,2022-12-31T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,"Lucid Diagnostics, Inc.",NA,Lucid Diagnostics,NA,NA,NA,2020,2020,2022
NCT04295759,2022-04-20,2020-02-27,NA,Interventional,Phase 1,28,"Active, not recruiting",INCB7839 in Treating Children With Recurrent/Progressive High-Grade Gliomas,2020-05-27T00:00:00Z,2023-12-31T00:00:00Z,2022-12-31T00:00:00Z,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,NA,NA,Stanford University and Lucile Packard Children's Hospital,NA,NA,2020,2020,2023
NCT04295811,2021-07-22,2020-02-29,NA,Interventional,Not Applicable,470,Recruiting,Efficacy of EsoGuard Assay on Esophageal Surface Cells Collected With EsoCheck vs EGD for the Diagnosis of BE or EAC,2020-06-18T00:00:00Z,2022-12-01T00:00:00Z,2022-12-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,"Lucid Diagnostics, Inc.",NA,"Lucid Diagnostics, Inc.",NA,NA,NA,2020,2020,2022
NCT04305236,2021-01-15,2020-03-09,NA,Interventional,Phase 2,32,Recruiting,Neo-Adjuvant Abemaciclib With Fulvestrant in Patients With ER/PR +HER Negative Breast Cancer,2020-07-23T00:00:00Z,2028-12-31T00:00:00Z,2023-12-31T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2020,2020,2028
NCT04310072,2020-03-16,2020-03-09,NA,Interventional,Not Applicable,30,Completed,Effects of Neuromuscular Electrostimulation in Patients With Acute Heart Failure,2019-09-10T00:00:00Z,2019-11-20T00:00:00Z,2019-11-20T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Ploesteanu Rodica Lucia,NA,NA,NA,NA,NA,2020,2019,2019
