nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,stanford_principal_investigator,stanford_unspecified_official,stanford_study_director,stanford_sub_investigator,stanford_study_chair,registration_year,start_year,completion_year,primary_completion_year
NCT02606981,2017-05-10,2015-10-20,NA,Interventional,Not Applicable,1549,Completed,Automatic Chlorination and Child Health in Urban Bangladesh,2015-07-01T00:00:00Z,2016-12-20T00:00:00Z,2016-12-20T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,Stanford University,NA,Stanford University,NA,NA,2015,2015,2016,2016
NCT02613676,2016-10-24,2015-11-17,NA,Interventional,Not Applicable,1858,Completed,Transcutaneous Screening for Risk of Severe Hyperbilirubinemia in South African Newborns,2015-08-01T00:00:00Z,2016-10-01T00:00:00Z,2016-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2016,2016
NCT02626611,2017-12-14,2015-11-24,2017-09-17,Interventional,Phase 2,70,Completed,Multi Immunotherapy to Test Tolerance and Xolair,2015-12-01T00:00:00Z,2016-11-16T00:00:00Z,2016-11-16T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,Stanford University,NA,NA,NA,NA,2015,2015,2016,2016
NCT02635074,2018-05-07,2015-12-16,NA,Interventional,Phase 1,2,Terminated,"Ibrutinib, Idarubicin and Cytarabine in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia",2016-11-01T00:00:00Z,2017-11-10T00:00:00Z,2017-07-18T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2016,2017,2017
NCT02639884,2021-03-09,2015-12-11,2021-01-06,Interventional,Not Applicable,51,Completed,Correlation Endoscopic View of Airway Obstruction With RRa in OSA Patients Under DEX Monitored With SedLine EEG,2015-12-01T00:00:00Z,2017-10-01T00:00:00Z,2017-10-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,FALSE,Stanford University,NA,NA,NA,NA,2015,2015,2017,2017
NCT02643862,2017-12-14,2015-11-24,2017-06-20,Interventional,Phase 1/Phase 2,48,Completed,Study Using Xolair in Rush Multi Oral Immunotherapy in Multi Food Allergic Patients,2015-03-18T00:00:00Z,2016-08-20T00:00:00Z,2016-08-20T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,NA,NA,Stanford University,NA,NA,2015,2015,2016,2016
NCT02687256,2018-06-01,2016-02-09,NA,Interventional,Phase 1,24,Completed,Evaluation of Extended Infusion Set Wear Using Medtronic Extended Wear Sof-set Infusion Set,2016-03-01T00:00:00Z,2017-11-01T00:00:00Z,2017-11-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02690948,2019-03-06,2016-02-12,2019-01-31,Interventional,Phase 1/Phase 2,16,Completed,Pembrolizumab With or Without Vismodegib in Treating Metastatic or Unresectable Basal Cell Skin Cancer,2016-02-01T00:00:00Z,2018-08-29T00:00:00Z,2017-11-30T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2018,2017
NCT02708511,2018-04-04,2015-11-16,NA,Interventional,Phase 1,2,Terminated,Copper Cu 64-DOTA-B-Fab PET/CT in Imaging Patients With Ovarian and Breast Cancer,2016-08-01T00:00:00Z,2017-10-11T00:00:00Z,2017-10-11T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2015,2016,2017,2017
NCT02714972,2017-05-09,2016-03-16,NA,Interventional,Phase 2,35,Completed,"Reduction of Nocturnal Hypoglycemia and Hyperglycemia in the Home Using Predictive Algorithms, Pump Suspension, and Insulin Dosing in Children and Young Adolescents",2016-05-01T00:00:00Z,2017-05-01T00:00:00Z,2017-03-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,NA,NA,NA,NA,Stanford University,2016,2016,2017,2017
NCT02728700,2018-09-10,2016-03-30,NA,Interventional,Phase 1,1,Terminated,Sirolimus and Mycophenolate Mofetil in Preventing GVHD in Patients With Hematologic Malignancies Undergoing HSCT,2016-02-01T00:00:00Z,2018-07-01T00:00:00Z,2017-04-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford Cancer Institute,NA,NA,NA,NA,2016,2016,2018,2017
NCT02735356,2019-04-10,2016-03-31,NA,Interventional,Early Phase 1,9,Completed,Topical Itraconazole in Treating Patients With Basal Cell Cancer,2016-05-05T00:00:00Z,2017-10-10T00:00:00Z,2017-09-19T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford Cancer Institute,NA,NA,NA,NA,2016,2016,2017,2017
NCT02736578,2019-06-21,2016-04-04,2018-12-06,Interventional,Phase 2,8,Terminated,Cetuximab-IRDye 800CW and Intraoperative Imaging in Finding Pancreatic Cancer in Patients Undergoing Surgery,2016-07-01T00:00:00Z,2017-05-22T00:00:00Z,2017-04-24T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02738203,2019-06-04,2016-04-04,2018-08-07,Interventional,Phase 3,220,Completed,Self-Administered Lidocaine Gel for Pain Management With IUD Insertion,2016-06-01T00:00:00Z,2017-10-19T00:00:00Z,2017-10-19T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02749786,2019-09-24,2016-04-18,NA,Interventional,Not Applicable,10,Completed,Genetic Basis of Rosacea Study (Control),2016-01-21T00:00:00Z,2016-08-01T00:00:00Z,2016-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2016,2016
NCT02753101,2018-03-01,2016-04-22,NA,Interventional,Early Phase 1,24,Completed,[18F]FTC-146 PET/MRI in Healthy Volunteers and in CRPS and Sciatica,2016-02-09T00:00:00Z,2017-02-16T00:00:00Z,2017-02-09T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02757547,2020-07-07,2016-04-19,2019-02-04,Interventional,Not Applicable,2,Terminated,Transcranial Magnetic Stimulation for Epilepsy,2015-09-01T00:00:00Z,2017-11-15T00:00:00Z,2017-11-15T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,Stanford University,NA,NA,NA,NA,2016,2015,2017,2017
NCT02774161,2021-08-02,2016-05-02,NA,Interventional,Not Applicable,45,Completed,B-mode Ultrasound Imaging in Detecting Early Liver Cancer,2016-05-01T00:00:00Z,2017-06-19T00:00:00Z,2017-06-19T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02805075,2021-03-18,2016-06-15,NA,Interventional,Phase 1,15,Completed,Fructooligosaccharides in Treating Patients With Blood Cancer Undergoing Donor Stem Cell Transplant,2016-06-01T00:00:00Z,2017-11-17T00:00:00Z,2017-11-17T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02827630,2016-07-05,2016-06-29,NA,Interventional,Not Applicable,118,Completed,Proteus Discover in Subjects With Uncontrolled Hypertension and Type 2 Diabetes,2015-05-01T00:00:00Z,2016-01-01T00:00:00Z,2015-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,Stanford University,NA,NA,NA,NA,2016,2015,2016,2015
NCT02844543,2018-04-29,2016-06-30,2018-03-27,Interventional,Not Applicable,155,Completed,EYE-TRAC Advance: Technology Verification (ETA-TV) Cohort 1,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2016,2016
NCT02852434,2019-06-05,2016-06-20,2018-03-16,Interventional,Phase 3,72,Completed,Self-administered Lidocaine Gel for Pain-control During Cervical Preparation for Dilation and Evacuation,2016-07-01T00:00:00Z,2017-04-01T00:00:00Z,2017-04-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02855086,2020-03-17,2016-08-01,2018-04-12,Interventional,Phase 1/Phase 2,3,Terminated,Cetuximab-IRDye 800CW in Detecting Tumors in Patients With Malignant Glioma Undergoing Surgery,2016-10-01T00:00:00Z,2016-11-22T00:00:00Z,2016-11-08T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2016,2016
NCT02877732,2018-04-29,2016-08-09,2018-03-27,Interventional,Not Applicable,12,Terminated,EYE-TRAC Advance: Technology Verification (ETA-TV) Cohort 2,2016-07-01T00:00:00Z,2017-04-01T00:00:00Z,2017-04-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02890875,2019-04-30,2016-08-29,NA,Interventional,Not Applicable,3,Terminated,Efficacy and Safety of Ethanol Lock Therapy for the Prevention of Central Line-associated Bloodstream Infections,2016-08-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02897557,2021-04-07,2016-09-01,NA,Interventional,Not Applicable,59,Completed,Insulet Artificial Pancreas Early Feasibility Study,2016-09-01T00:00:00Z,2017-03-01T00:00:00Z,2017-02-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT02928770,2018-12-18,2016-10-06,2018-11-01,Interventional,Not Applicable,32,Completed,A Disposable Device NAS to Treat Obstructive Sleep Apnea and Snoring,2015-02-01T00:00:00Z,2017-12-31T00:00:00Z,2017-12-31T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2015,2017,2017
NCT02933476,2018-01-22,2016-07-08,2017-12-06,Interventional,Not Applicable,6,Completed,Vibrotactile Stimulation in Parkinson's Disease,2016-05-01T00:00:00Z,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2016,2016
NCT02952365,2021-11-15,2016-10-27,2021-11-15,Interventional,Phase 4,2,Completed,Tissue Sealant Use in LASIK Enhancement Surgery,2016-10-01T00:00:00Z,2017-05-22T00:00:00Z,2017-05-22T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2016,2016,2017,2017
NCT03023709,2017-03-30,2017-01-13,2017-01-19,Interventional,Phase 4,3,Terminated,Tissue-specific Responses to Influenza Immunization and Their Relation to Blood Biomarkers (SLVP032),2015-09-01T00:00:00Z,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2017,2015,2015,2015
NCT03028974,2018-11-20,2017-01-19,2018-11-20,Interventional,Phase 4,77,Completed,Innate and Acquired Immunity to Influenza Infection and Immunization (SLVP029),2014-09-17T00:00:00Z,2017-11-20T00:00:00Z,2017-11-20T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2017,2014,2017,2017
NCT03028987,2017-08-10,2017-01-19,2017-07-11,Interventional,Phase 4,10,Terminated,Adaptive Immune Responses and Repertoire in Influenza Vaccination and Infection (SLVP031),2014-11-19T00:00:00Z,2015-11-18T00:00:00Z,2015-11-18T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2017,2014,2015,2015
NCT03037658,2017-04-26,2017-01-27,NA,Interventional,Not Applicable,450,Completed,Physical Activity Incentives,2013-09-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2017,2013,2017,2017
NCT03049280,2020-09-15,2017-01-30,2020-07-28,Interventional,Not Applicable,33,Completed,"Prospective, Multicenter da Vinci® SP™ Surgical System TORS Study",2017-04-17T00:00:00Z,2017-12-26T00:00:00Z,2017-11-14T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,Stanford University,NA,NA,NA,NA,2017,2017,2017,2017
NCT03061279,2020-09-25,2017-02-11,2020-02-16,Interventional,Not Applicable,1,Terminated,Clinical Trial Evaluating Acutrak Headless Compression Screw Fixation of Medial Malleolus Fractures,2017-04-01T00:00:00Z,2017-10-26T00:00:00Z,2017-10-26T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,NA,NA,"Stanford University School of Medicine, CA",NA,NA,2017,2017,2017,2017
NCT03064906,2018-06-08,2017-02-22,NA,Interventional,Not Applicable,24,Completed,Insulet Artificial Pancreas Evaluating Meal Performance and Moderate Exercise (IDE2),2017-03-18T00:00:00Z,2017-04-07T00:00:00Z,2017-04-07T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,Stanford University,NA,NA,NA,NA,2017,2017,2017,2017
NCT03076190,2020-03-19,2016-12-06,2019-06-06,Interventional,Not Applicable,131,Completed,My Surgical Success: A Randomized Controlled Pilot Study of a Pre-surgical Psychological Intervention,2015-08-01T00:00:00Z,2017-06-01T00:00:00Z,2017-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2016,2015,2017,2017
NCT03125629,2021-04-08,2017-03-24,2020-11-06,Interventional,Phase 2,53,Completed,Comparison of PET/CT vs. PET/MRI Using 2 Radiopharmaceuticals,2014-05-27T00:00:00Z,2020-02-05T00:00:00Z,2016-11-30T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2017,2014,2020,2016
NCT03206216,2018-12-14,2017-06-29,2018-09-26,Interventional,Not Applicable,1,Terminated,Feasibility Study of New Method of Diagnostic and Prediction of Painful CIPN,2017-08-04T00:00:00Z,2017-10-30T00:00:00Z,2017-10-30T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,Stanford University,2017,2017,2017,2017
NCT03275662,2020-06-11,2017-09-06,NA,Interventional,Not Applicable,37,Completed,Fermented and Fiber-rich Food (FeFiFo) Study,2016-08-29T00:00:00Z,2017-06-02T00:00:00Z,2017-06-02T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,NA,NA,NA,NA,2017,2016,2017,2017
NCT03421158,2018-01-29,2018-01-29,NA,Interventional,Not Applicable,236,Completed,Non-pharmacological Analgesic Effects on Term Newborns,2014-11-07T00:00:00Z,2017-08-31T00:00:00Z,2015-09-30T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2018,2014,2017,2015
NCT03513965,2018-08-06,2018-04-12,NA,Interventional,Not Applicable,50,Completed,Allergy Experience Study,2017-01-05T00:00:00Z,2018-07-01T00:00:00Z,2017-08-03T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,Stanford University,NA,NA,NA,NA,2018,2017,2018,2017
NCT03868644,2020-01-10,2019-03-06,NA,Interventional,Not Applicable,10646,Completed,The Impact of VCT and Condom Distribution as HIV Prevention Strategies Among Youth in Kenya,2009-02-01T00:00:00Z,2014-07-01T00:00:00Z,2014-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,2019,2009,2014,2014
NCT04296266,2020-03-03,2020-02-20,NA,Interventional,Early Phase 1,10,Completed,Human Salivary Gland Disposition of Alda-341 in Patients Undergoing Salivary Gland Surgery,2016-02-01T00:00:00Z,2017-12-21T00:00:00Z,2017-12-18T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,2020,2016,2017,2017
NCT04757935,2021-02-16,2018-09-06,NA,Interventional,Not Applicable,9,Completed,Yoga for Youth With IBD: a Pilot Feasibility Study,2017-01-01T00:00:00Z,2017-05-31T00:00:00Z,2017-05-31T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Clinician Educator at Stanford University; Stanford University,NA,NA,NA,NA,2018,2017,2017,2017
