nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucsf_principal_investigator,ucsf_study_chair,ucsf_study_director,ucsf_unspecified_official,registration_year,start_year,completion_year,primary_completion_year
NCT02327559,2017-05-23,2014-06-23,NA,Interventional,Not Applicable,33,Completed,Prenatal Education About Reducing Labor Stress (PEARLS),2011-10-01T00:00:00Z,2015-02-01T00:00:00Z,2014-02-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2014,2011,2015,2014
NCT02341027,2020-02-11,2015-01-09,NA,Interventional,Not Applicable,205,Completed,Immediate Versus Interval Postpartum Use of the Levonorgestrel Contraceptive Implants: a Randomized Controlled Trial,2015-01-01T00:00:00Z,2016-06-01T00:00:00Z,2016-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2016,2016
NCT02342678,2018-11-28,2015-01-15,2018-10-25,Interventional,Not Applicable,56,Completed,Lessening Incontinence Through Low-impact Activity,2015-01-01T00:00:00Z,2017-04-01T00:00:00Z,2017-04-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02344316,2021-08-13,2015-01-12,2017-05-05,Interventional,Phase 2,31,Completed,Bringing Relief to Adolescents Naturally Using Melatonin for Migraine,2015-05-01T00:00:00Z,2016-04-01T00:00:00Z,2016-04-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2015,2015,2016,2016
NCT02368691,2020-10-29,2015-02-10,2020-09-13,Interventional,Phase 2,32,Terminated,Efficacy and Safety of GTx-024 in Patients With Androgen Receptor-Positive Triple Negative Breast Cancer (AR+ TNBC),2015-06-01T00:00:00Z,2017-09-22T00:00:00Z,2017-09-22T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02371525,2017-10-24,2015-02-19,NA,Interventional,Not Applicable,121,Completed,Enhancing PrEP in Community Settings (EPIC),2015-04-01T00:00:00Z,2017-01-01T00:00:00Z,2016-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2016
NCT02373657,2021-06-23,2015-02-23,NA,Interventional,Not Applicable,4068,Completed,Water Uptake for Health in Amhara Pilot,2014-04-01T00:00:00Z,2017-05-01T00:00:00Z,2017-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"F.I. Proctor Foundation, University of California San Francisco",NA,NA,NA,2015,2014,2017,2017
NCT02397408,2020-10-27,2015-03-04,2020-10-27,Interventional,Phase 2,18,Completed,11C- and 18F-Choline PET/MR Imaging for Prostate Cancer,2015-04-09T00:00:00Z,2015-06-30T00:00:00Z,2015-06-30T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2015,2015
NCT02408965,2019-08-15,2015-03-11,2018-05-09,Interventional,Phase 4,284,Completed,Uterotonic Prophylaxis Trial,2015-03-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02410902,2021-04-28,2015-03-19,NA,Interventional,Phase 3,335,Completed,A Trial of CM-AT in Children With Autism With All Levels of FCT (The Blum Study),2015-05-01T00:00:00Z,2017-12-22T00:00:00Z,2017-12-22T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02417233,2017-11-17,2014-12-12,2017-06-27,Interventional,Not Applicable,756,Completed,Engagement to Care South Africa,2014-10-01T00:00:00Z,2016-06-01T00:00:00Z,2016-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2014,2014,2016,2016
NCT02420561,2015-06-08,2015-04-07,NA,Interventional,Not Applicable,307,Completed,Motivational Interviewing to Reduce Substance Use Among Depression Patients,2010-10-01T00:00:00Z,2014-08-01T00:00:00Z,2014-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2010,2014,2014
NCT02423720,2018-02-22,2015-04-17,NA,Interventional,Not Applicable,53,Completed,Mindfulness Meditation Intervention for Colorectal Cancer Patients and Caregivers,2015-04-28T00:00:00Z,2017-01-01T00:00:00Z,2016-05-03T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2016
NCT02424097,2020-04-08,2015-04-15,2018-10-29,Interventional,Phase 4,40,Completed,MI Varnish and MI Paste Plus in a Caries Prevention and Remineralization Study,2013-05-01T00:00:00Z,2016-10-01T00:00:00Z,2016-10-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2013,2016,2016
NCT02428309,2019-10-22,2015-04-23,2019-10-03,Interventional,Phase 1,1,Terminated,Autologous Polyclonal Tregs for Lupus,2015-08-27T00:00:00Z,2018-10-03T00:00:00Z,2016-09-02T00:00:00Z,TRUE,Non-Randomized,None (Open Label),NIH,FALSE,NA,"University of California, San Francisco",NA,NA,2015,2015,2018,2016
NCT02436889,2019-03-28,2015-04-30,2019-03-05,Interventional,Phase 4,23,Completed,Treatment of Incontinence Without Memory Problems,2016-02-01T00:00:00Z,2018-07-01T00:00:00Z,2017-12-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2016,2018,2017
NCT02440789,2021-07-30,2015-04-06,2019-12-12,Interventional,Phase 1/Phase 2,32,Completed,Safety and Efficacy of Sirolimus for HIV Reservoir Reduction in Individuals on Suppressive Antiretroviral Therapy (ART),2015-12-21T00:00:00Z,2018-02-01T00:00:00Z,2017-11-02T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,"University of California, San Francisco",NA,NA,2015,2015,2018,2017
NCT02447159,2017-05-02,2015-05-07,NA,Interventional,Not Applicable,554,Completed,"Evaluation of Conditional Cash Transfers to Increase Retention in PMTCT Services in Akwa Ibom State, Nigeria",2015-08-01T00:00:00Z,2017-04-01T00:00:00Z,2017-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02450201,2018-10-19,2015-05-18,NA,Interventional,Early Phase 1,5,Terminated,MRI With C13 Pilot Study Prostate Cancer,2016-10-12T00:00:00Z,2017-01-17T00:00:00Z,2017-01-17T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2016,2017,2017
NCT02451345,2020-07-21,2015-05-19,NA,Interventional,Not Applicable,58,Completed,Decision Support Tools for Men With Prostate Cancer- Clinical & Lifestyle Model,2015-03-25T00:00:00Z,2020-04-30T00:00:00Z,2017-06-30T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2015,2015,2020,2017
NCT02460731,2020-08-07,2015-05-19,NA,Interventional,Phase 1,6,Completed,Young Plasma Transfusions for Progressive Supranuclear Palsy,2015-05-01T00:00:00Z,2019-12-01T00:00:00Z,2017-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco Memory and Aging Center",NA,NA,NA,2015,2015,2019,2017
NCT02465983,2019-12-12,2015-05-28,NA,Interventional,Phase 1,4,Terminated,Pilot Study of Autologous T-cells in Patients With Metastatic Pancreatic Cancer,2015-05-01T00:00:00Z,2017-11-01T00:00:00Z,2017-09-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02470741,2019-11-04,2015-06-04,2018-11-30,Interventional,Phase 4,12,Completed,Pilot of Letrozole for Uterine Myomas,2015-07-01T00:00:00Z,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02470936,2019-02-20,2015-06-10,NA,Interventional,Not Applicable,76,Completed,Web-based Lifestyle Trial Among Men With Prostate Cancer: Prostate 8,2015-06-01T00:00:00Z,2018-03-01T00:00:00Z,2017-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2018,2017
NCT02480257,2017-06-11,2015-06-10,NA,Interventional,Not Applicable,26,Completed,"UCSF TARA Study: Training for Awareness, Resilience and Action",2014-01-01T00:00:00Z,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2014,2015,2015
NCT02482233,2019-01-23,2015-06-17,2018-11-09,Interventional,Phase 4,30,Completed,The END Perioperative Smoking Pilot Study,2015-08-01T00:00:00Z,2016-09-01T00:00:00Z,2016-05-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,UCSF / SFVAMC,NA,NA,NA,2015,2015,2016,2016
NCT02491190,2016-05-12,2015-06-26,NA,Interventional,Not Applicable,58,Completed,Using Multimedia Digital Health to Enable and Engage Pediatric Inpatients and Their Parents,2015-08-01T00:00:00Z,2016-03-01T00:00:00Z,2016-01-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2015,2015,2016,2016
NCT02494024,2017-07-25,2015-06-30,NA,Interventional,Phase 1,32,Completed,"Safety, Tolerability, and Pharmacokinetics of C2N-8E12 in Subjects With Progressive Supranuclear Palsy",2015-07-01T00:00:00Z,2016-08-01T00:00:00Z,2016-08-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,UCSF Memory and Aging Center,NA,NA,NA,2015,2015,2016,2016
NCT02508441,2018-10-16,2015-07-15,NA,Interventional,Phase 1,22,Terminated,Phase 1 Safety and Tolerability Study of Andes-1537 for Injection in Patients With Advanced Unresectable Solid Tumors,2015-12-08T00:00:00Z,2017-11-13T00:00:00Z,2017-11-13T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02524106,2019-06-17,2015-08-12,2019-04-05,Interventional,Phase 3,11,Terminated,Bococizumab HIV Evaluation (B-HIVE) Study,2016-08-01T00:00:00Z,2017-11-01T00:00:00Z,2017-11-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,priscilla.hsue@ucsf.edu,NA,NA,NA,2015,2016,2017,2017
NCT02529176,2019-11-13,2015-08-18,NA,Interventional,Not Applicable,1021,Completed,Trial of a Best-Practice Alert in the Electronic Medical Record to Reduce Unnecessary Telemetry Monitoring,2016-12-01T00:00:00Z,2017-06-01T00:00:00Z,2017-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2015,2016,2017,2017
NCT02535455,2020-06-17,2015-08-20,NA,Interventional,Not Applicable,10,Completed,Acceptance and Compassion to Enhance Self-care Pilot,2015-08-01T00:00:00Z,2016-12-31T00:00:00Z,2016-12-31T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2015,2015,2016,2016
NCT02535767,2017-02-02,2015-08-07,NA,Interventional,Phase 1/Phase 2,28,Completed,Determining a Tolerable Dose of Primaquine in G6PD-deficient Persons Without Malaria in Mali,2015-08-01T00:00:00Z,2016-01-01T00:00:00Z,2016-01-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2016,2016
NCT02566356,2019-05-17,2015-09-30,NA,Interventional,Early Phase 1,59,Completed,Adult Study Oxytocin - fMRI,2012-09-01T00:00:00Z,2017-09-01T00:00:00Z,2017-09-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California San Francisco, San Francisco Veterans Affairs Medical Center",NA,NA,NA,2015,2012,2017,2017
NCT02568709,2019-05-17,2015-09-29,NA,Interventional,Early Phase 1,40,Completed,Oxytocin MEG Study,2012-02-01T00:00:00Z,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California San Francisco, San Francisco Veterans Affairs Medical Center",NA,NA,NA,2015,2012,2016,2016
NCT02569060,2020-05-14,2015-10-02,NA,Interventional,Not Applicable,568,Completed,Feeding America Intervention Trial for Health--Diabetes Mellitus,2015-10-01T00:00:00Z,2017-10-31T00:00:00Z,2017-10-31T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02577575,2019-05-17,2015-09-29,NA,Interventional,Early Phase 1,120,Completed,Adult Oxytocin Study,2010-08-01T00:00:00Z,2015-11-01T00:00:00Z,2015-11-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California San Francisco, San Francisco Veterans Affairs Medical Center",NA,NA,NA,2015,2010,2015,2015
NCT02585336,2021-01-20,2015-10-21,NA,Interventional,Not Applicable,214,Completed,Changes in Sugar-sweetened Beverage Intake and Metabolic Health: Improving Metabolic Profile Very Effortlessly,2015-07-28T00:00:00Z,2016-10-16T00:00:00Z,2016-10-16T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2016,2016
NCT02591381,2018-05-01,2015-10-20,NA,Interventional,Not Applicable,3,Terminated,Transcorporal Versus Standard Artificial Urinary Sphincter Placement,2015-10-01T00:00:00Z,2017-10-01T00:00:00Z,2017-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2017,2017
NCT02593253,2017-05-05,2015-10-23,NA,Interventional,Not Applicable,200,Completed,The Effect of a Novel Audit and Feedback Bundle on Inpatient Performance,2016-02-01T00:00:00Z,2017-05-01T00:00:00Z,2016-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2016,2017,2016
NCT02605304,2018-04-02,2015-11-12,2018-01-10,Interventional,Phase 2,7,Terminated,12 Weeks of Ledipasvir (LDV)/Sofosbuvir (SOF) With Weight-based Ribavirin vs. 24 Weeks of LDV/SOF,2016-02-17T00:00:00Z,2017-03-20T00:00:00Z,2017-01-20T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,"University of California, San Francisco HIV/AIDS CRS",NA,NA,2015,2016,2017,2017
NCT02605824,2019-07-29,2015-11-12,2019-02-11,Interventional,Phase 4,1,Terminated,Clinical Trial of NAC in Asthma,2016-03-01T00:00:00Z,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2016,2017,2017
NCT02610400,2020-07-15,2015-09-18,NA,Interventional,Phase 3,9845,Completed,Evaluation of Reactive Focal Mass Drug Administration (rfMDA) +/- Reactive Focal Vector Control (RAVC) in Namibia,2016-02-01T00:00:00Z,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2016,2017,2017
NCT02611882,2020-11-26,2015-09-29,2020-11-03,Interventional,Phase 2,225,Completed,Evaluation of Gallium-68-HBED-CC-PSMA Imaging in Prostate Cancer Patients,2015-12-18T00:00:00Z,2016-10-24T00:00:00Z,2016-10-24T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2015,2015,2016,2016
NCT02623855,2020-11-20,2015-11-24,2018-02-15,Interventional,Not Applicable,156,Completed,Stay Healthy In Nature Everyday: Family Nature Outings in a Low Income Population,2015-07-01T00:00:00Z,2017-01-01T00:00:00Z,2016-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,2015,2015,2017,2016
NCT02654743,2019-03-04,2016-01-11,NA,Interventional,Phase 3,21,Completed,Open Label of Clinical Trial of Sulforaphane in Children With Autism,2016-01-01T00:00:00Z,2016-09-01T00:00:00Z,2016-05-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2016,2016,2016,2016
NCT02694731,2017-05-05,2016-02-24,NA,Interventional,Not Applicable,104,Completed,A Mindfulness Mobile Intervention Targeting Reductions in Food Cravings,2016-02-01T00:00:00Z,2016-11-30T00:00:00Z,2016-11-29T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2016,2016,2016,2016
NCT02715115,2020-08-06,2016-02-21,NA,Interventional,Phase 2,82,Completed,A Safety Study of NNZ-2566 in Pediatric Rett Syndrome,2016-03-01T00:00:00Z,2017-01-05T00:00:00Z,2017-01-05T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,2016,2016,2017,2017
NCT02719730,2018-02-09,2016-03-15,NA,Interventional,Not Applicable,5,Terminated,Upgrade the Grains Study: Increasing Whole Grain Consumption in Low-income Children With Obesity,2016-06-22T00:00:00Z,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,2016,2016,2016,2016
NCT02753426,2020-02-05,2016-04-24,NA,Interventional,Phase 1,11,Completed,A Trial of Doxycycline in Renal Disease,2016-04-01T00:00:00Z,2018-01-01T00:00:00Z,2017-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2016,2016,2018,2017
NCT02812914,2017-10-25,2016-06-03,NA,Interventional,Not Applicable,50,Completed,"NACER II: Reducing Prenatal Exposures to Household Air Pollution in Rural Guatemala Through a Gas Stove/Behavior Intervention to Improve Neonatal Health",2016-04-01T00:00:00Z,2017-06-19T00:00:00Z,2017-06-19T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2016,2016,2017,2017
NCT02831023,2017-01-09,2016-07-06,NA,Interventional,Phase 2,80,Completed,Phase 2 Efficacy Study of Primaquine and Methylene Blue,2016-07-01T00:00:00Z,2017-01-01T00:00:00Z,2017-01-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2016,2016,2017,2017
NCT02852226,2019-09-09,2016-05-10,NA,Interventional,Not Applicable,30,Completed,CRUSH-PrEP for Women Project,2016-05-01T00:00:00Z,2017-08-01T00:00:00Z,2017-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,UCSF Center for AIDS Prevention,NA,UCSF Center for AIDS Prevention,NA,2016,2016,2017,2017
NCT02861352,2020-11-20,2016-08-04,NA,Interventional,Not Applicable,18,Completed,An Evaluation of Zinc Status Biomarkers,2011-03-01T00:00:00Z,2015-02-01T00:00:00Z,2014-02-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,2016,2011,2015,2014
NCT02910037,2021-05-07,2016-09-13,2019-06-21,Interventional,Not Applicable,214,Completed,Precision Diagnosis of Acute Infectious Diseases; Neuroinflammatory Cohort,2016-06-01T00:00:00Z,2017-07-31T00:00:00Z,2017-07-31T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,2016,2016,2017,2017
NCT02918357,2019-11-27,2016-09-27,2019-09-30,Interventional,Phase 2/Phase 3,385,Completed,Gallium-68 PSMA-11 PET in Patients With Biochemical Recurrence,2016-09-15T00:00:00Z,2017-09-21T00:00:00Z,2017-09-21T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2016,2016,2017,2017
NCT02947477,2020-01-14,2016-10-24,NA,Interventional,Not Applicable,100,Completed,Emotion Tracking Study for Residents,2016-10-01T00:00:00Z,2017-12-17T00:00:00Z,2017-12-17T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2016,2016,2017,2017
NCT02966054,2018-04-05,2016-11-09,NA,Interventional,Not Applicable,42,Completed,Self-monitoring and Reminder Texts to Increase Physical Activity After Cancer: a Pilot Randomized Controlled Trial,2014-08-01T00:00:00Z,2017-06-20T00:00:00Z,2017-06-20T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2016,2014,2017,2017
NCT02976220,2017-10-26,2016-09-28,NA,Interventional,Not Applicable,25,Completed,Health Outcomes Patient Education,2016-11-01T00:00:00Z,2017-10-01T00:00:00Z,2017-10-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2016,2016,2017,2017
NCT02988193,2019-09-16,2016-12-02,2018-04-03,Interventional,Not Applicable,28,Completed,Piloting Healthcare Coordination in Hypertension,2015-12-01T00:00:00Z,2017-02-28T00:00:00Z,2017-01-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,FALSE,"University of California, San Francisco",NA,NA,NA,2016,2015,2017,2017
NCT03040466,2020-09-09,2017-01-23,2020-01-31,Interventional,Not Applicable,180,Completed,Comparing Treatment of Urolithiasis Between Disposable and Reusable Ureteroscope,2014-08-01T00:00:00Z,2016-09-01T00:00:00Z,2016-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"Urology, University of California San Francisco",NA,NA,NA,2017,2014,2016,2016
NCT03043885,2018-11-14,2017-02-01,2018-10-17,Interventional,Not Applicable,40,Completed,Ridge Preservation With Platelet Rich Fibrin Augmented With Freeze Dried Bone Allograft,2015-01-05T00:00:00Z,2017-03-01T00:00:00Z,2016-05-09T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2017,2015,2017,2016
NCT03048786,2018-10-01,2017-02-06,NA,Interventional,Not Applicable,200,Completed,Mobile-based Peer Mentoring for Smoking Cessation,2017-02-06T00:00:00Z,2017-08-14T00:00:00Z,2017-08-14T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2017,2017,2017,2017
NCT03064724,2017-02-22,2017-02-20,NA,Interventional,Not Applicable,47,Completed,Practice-based Intervention for Vietnamese and Korean Patients,2012-08-01T00:00:00Z,2015-07-01T00:00:00Z,2015-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2017,2012,2015,2015
NCT03113526,2017-12-06,2017-04-10,NA,Interventional,Not Applicable,53,Completed,Neck Drains for SLNDs,2015-12-01T00:00:00Z,2017-01-11T00:00:00Z,2017-01-03T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2017,2015,2017,2017
NCT03115372,2020-07-27,2017-04-11,NA,Interventional,Not Applicable,982,Completed,Lay Health Worker Outreach in Increasing Colorectal Cancer Screening in Asian Americans,2012-02-01T00:00:00Z,2015-09-01T00:00:00Z,2015-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2017,2012,2015,2015
NCT03184337,2018-10-24,2017-05-30,NA,Interventional,Not Applicable,26,Completed,Women's Lifestyle Balance Study,2017-04-24T00:00:00Z,2017-12-31T00:00:00Z,2017-12-31T00:00:00Z,FALSE,Non-Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2017,2017,2017,2017
NCT03354000,2019-04-17,2017-11-09,NA,Interventional,Not Applicable,93,Completed,An RCT of an Online Training for Vulnerable Patients to Use an Online Patient Portal Website,2015-08-01T00:00:00Z,2018-07-31T00:00:00Z,2017-07-31T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2017,2015,2018,2017
NCT03457545,2018-02-28,2018-02-20,NA,Interventional,Not Applicable,26,Completed,Treating Frailty in Lung Transplant Candidates (PREHAB),2015-12-11T00:00:00Z,2017-12-14T00:00:00Z,2017-12-14T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2018,2015,2017,2017
NCT03550144,2018-10-10,2018-05-16,NA,Interventional,Not Applicable,60,Completed,Improving Mental Health and Well-Being Via Awe Walks,2016-12-05T00:00:00Z,2018-05-26T00:00:00Z,2017-12-10T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2018,2016,2018,2017
NCT03713840,2018-10-18,2018-10-17,NA,Interventional,Not Applicable,154,Completed,Community Partnering to Encourage Healthy Beverage Intake Through Child Care,2013-08-15T00:00:00Z,2014-07-01T00:00:00Z,2014-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2018,2013,2014,2014
NCT03861624,2019-02-27,2019-02-25,NA,Interventional,Not Applicable,240,Completed,Intramedullary Nailing Versus External Fixation in Open Tibia Fractures in Tanzania,2015-12-17T00:00:00Z,2017-03-25T00:00:00Z,2017-03-25T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,2019,2015,2017,2017
NCT03862443,2019-03-01,2019-02-14,NA,Interventional,Not Applicable,36,Completed,BEhavioral EConomics for Oral Health iNnovation Pilot Trial,2017-05-10T00:00:00Z,2018-03-19T00:00:00Z,2017-08-13T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2019,2017,2018,2017
NCT03982459,2019-06-09,2019-05-27,NA,Interventional,Not Applicable,76,Completed,National Comprehensive Cancer Network (NCCN) Decision Support Tool for Patients With NSCLC,2015-02-01T00:00:00Z,2018-09-01T00:00:00Z,2017-09-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,2019,2015,2018,2017
NCT04155229,2019-11-04,2019-10-28,NA,Interventional,Not Applicable,104,Completed,EMR Defaults to Nudge Opioid Prescribing,2016-10-03T00:00:00Z,2017-09-03T00:00:00Z,2017-09-03T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,2019,2016,2017,2017
